Time,Data/n09:53:49.579,SIN,91.0787
09:53:49.582,COS,-72.2913
09:53:49.689,SIN,74.0939
09:53:49.693,COS,-84.5771
09:53:49.798,SIN,57.3546
09:53:49.802,COS,-93.4911
09:53:49.901,SIN,39.4882
09:53:49.907,COS,-98.6779
09:53:50.008,SIN,23.207
09:53:50.013,COS,-99.9308
09:53:50.119,SIN,-1.72036
09:53:50.123,COS,-97.1997
09:53:50.230,SIN,-20.4994
09:53:50.234,COS,-90.5936
09:53:50.339,SIN,-33.3416
09:53:50.342,COS,-80.3758
09:53:50.457,SIN,-59.4957
09:53:50.460,COS,-66.9536
09:53:50.559,SIN,-69.2779
09:53:50.562,COS,-50.8623
09:53:50.665,SIN,-83.099
09:53:50.667,COS,-32.7432
09:53:50.776,SIN,-87.4875
09:53:50.778,COS,-13.3187
09:53:50.889,SIN,-90.1091
09:53:50.894,COS,6.6367
09:53:50.992,SIN,-92.7795
09:53:50.994,COS,26.3275
09:53:51.102,SIN,-87.4721
09:53:51.105,COS,44.9688
09:53:51.213,SIN,-89.3186
09:53:51.216,COS,61.8173
09:53:51.324,SIN,-73.6042
09:53:51.328,COS,76.2013
09:53:51.434,SIN,-63.7562
09:53:51.437,COS,87.5474
09:53:51.542,SIN,-43.3265
09:53:51.544,COS,95.4033
09:53:51.654,SIN,-22.9702
09:53:51.659,COS,99.4557
09:53:51.771,SIN,-8.41911
09:53:51.775,COS,99.5432
09:53:51.867,SIN,17.5474
09:53:51.870,COS,95.6622
09:53:51.979,SIN,35.1333
09:53:51.983,COS,87.9674
09:53:52.090,SIN,48.5577
09:53:52.093,COS,76.7657
09:53:52.204,SIN,71.0861
09:53:52.210,COS,62.5035
09:53:52.313,SIN,80.0596
09:53:52.317,COS,45.7496
09:53:52.424,SIN,90.9212
09:53:52.427,COS,27.1717
09:53:52.534,SIN,96.2377
09:53:52.537,COS,7.5106
09:53:52.642,SIN,100.718
09:53:52.644,COS,-12.4499
09:53:52.746,SIN,106.222
09:53:52.750,COS,-31.9141
09:53:52.855,SIN,97.7707
09:53:52.858,COS,-50.106
09:53:52.964,SIN,90.5413
09:53:52.966,COS,-66.3003
09:53:53.072,SIN,75.8617
