Time,Data/n11:12:18.694,SIN,9
11:12:18.706,COS,98.0067
11:12:18.792,SIN,27.8669
11:12:18.792,COS,92.1061
11:12:18.899,SIN,46.9418
11:12:18.899,COS,82.5336
11:12:19.010,SIN,60.4642
11:12:19.011,COS,69.6707
11:12:19.118,SIN,75.7356
11:12:19.119,COS,54.0302
11:12:19.231,SIN,89.1471
11:12:19.234,COS,36.2358
11:12:19.342,SIN,93.2039
11:12:19.342,COS,16.9967
11:12:19.455,SIN,103.545
11:12:19.457,COS,-2.91995
11:12:19.556,SIN,102.957
11:12:19.556,COS,-22.7202
11:12:19.664,SIN,100.385
11:12:19.665,COS,-41.6147
11:12:19.773,SIN,94.9297
11:12:19.774,COS,-58.8501
11:12:19.883,SIN,81.8496
11:12:19.885,COS,-73.7394
11:12:19.993,SIN,75.5463
11:12:19.993,COS,-85.6889
11:12:20.112,SIN,60.5501
11:12:20.117,COS,-94.2222
11:12:20.213,SIN,36.4988
11:12:20.214,COS,-98.9992
11:12:20.329,SIN,21.112
11:12:20.331,COS,-99.8295
11:12:20.430,SIN,-5.83741
11:12:20.431,COS,-96.6798
11:12:20.543,SIN,-23.5541
11:12:20.544,COS,-89.6758
11:12:20.656,SIN,-35.252
11:12:20.658,COS,-79.0968
11:12:20.762,SIN,-57.1858
11:12:20.762,COS,-65.3644
11:12:20.867,SIN,-75.6802
11:12:20.867,COS,-49.0261
11:12:20.989,SIN,-87.1576
11:12:20.989,COS,-30.7333
11:12:21.103,SIN,-94.1602
11:12:21.105,COS,-11.2153
11:12:21.201,SIN,-91.3691
11:12:21.202,COS,8.7499
11:12:21.310,SIN,-95.6165
11:12:21.310,COS,28.3662
11:12:21.423,SIN,-87.8924
11:12:21.424,COS,46.8517
11:12:21.534,SIN,-85.3455
11:12:21.536,COS,63.4693
11:12:21.645,SIN,-69.2764
11:12:21.645,COS,77.5566
11:12:21.743,SIN,-58.1267
11:12:21.744,COS,88.552
11:12:21.857,SIN,-44.4602
11:12:21.858,COS,96.017
11:12:21.961,SIN,-22.9415
11:12:21.966,COS,99.6542
11:12:22.071,SIN,-0.30894
11:12:22.074,COS,99.3185
11:12:22.190,SIN,15.6549
11:12:22.194,COS,95.0233
11:12:22.293,SIN,40.1541
11:12:22.297,COS,86.9397
11:12:22.406,SIN,54.4113
11:12:22.410,COS,75.3902
11:12:22.511,SIN,70.6987
11:12:22.513,COS,60.8351
11:12:22.620,SIN,88.3668
11:12:22.621,COS,43.8547
11:12:22.736,SIN,89.8708
11:12:22.738,COS,25.126
11:12:22.842,SIN,102.792
11:12:22.846,COS,5.39554
11:12:22.953,SIN,103.854
11:12:22.954,COS,-14.55
11:12:23.058,SIN,102.936
11:12:23.059,COS,-33.9155
11:12:23.169,SIN,102.073
11:12:23.171,COS,-51.9289
11:12:23.277,SIN,87.4599
11:12:23.279,COS,-67.872
11:12:23.391,SIN,82.4397
11:12:23.392,COS,-81.1093
11:12:23.502,SIN,64.4917
11:12:23.503,COS,-91.113
11:12:23.614,SIN,50.2118
11:12:23.616,COS,-97.4844
11:12:23.725,SIN,23.289
11:12:23.727,COS,-99.9693
11:12:23.824,SIN,7.47754
11:12:23.826,COS,-98.4688
11:12:23.937,SIN,-16.4327
11:12:23.939,COS,-93.0426
11:12:24.050,SIN,-28.6479
11:12:24.055,COS,-83.9072
11:12:24.159,SIN,-53.4021
11:12:24.165,COS,-71.4266
11:12:24.260,SIN,-61.9875
11:12:24.263,COS,-56.0984
11:12:24.375,SIN,-77.7826
11:12:24.382,COS,-38.5338
11:12:24.478,SIN,-90.2775
11:12:24.484,COS,-19.433
11:12:24.589,SIN,-94.0936
11:12:24.591,COS,0.44257
11:12:24.702,SIN,-97.999
11:12:24.704,COS,20.3005
11:12:24.805,SIN,-91.9178
11:12:24.807,COS,39.3491
11:12:24.922,SIN,-90.9329
11:12:24.927,COS,56.829
11:12:25.029,SIN,-76.2829
11:12:25.031,COS,72.0432
11:12:25.139,SIN,-66.3525
11:12:25.142,COS,84.3854
11:12:25.245,SIN,-47.6573
11:12:25.247,COS,93.3634
11:12:25.356,SIN,-26.8229
11:12:25.358,COS,98.6192
11:12:25.462,SIN,-7.56042
11:12:25.464,COS,99.9435
11:12:25.576,SIN,8.3623
11:12:25.578,COS,97.2833
11:12:25.683,SIN,28.151
11:12:25.685,COS,90.7447
11:12:25.791,SIN,50.0167
11:12:25.793,COS,80.5884
11:12:25.901,SIN,68.2074
11:12:25.904,COS,67.2193
11:12:26.010,SIN,75.0376
11:12:26.011,COS,51.1704
11:12:26.117,SIN,88.9162
11:12:26.119,COS,33.0815
11:12:26.230,SIN,103.37
11:12:26.234,COS,13.6737
11:12:26.338,SIN,106.061
11:12:26.341,COS,-6.27917
11:12:26.449,SIN,102.803
